gt_label,mle_prob,blob_probs,blob_aleatoric,blob_epistemic,blob_pred_gap,blob_pred_mean,mcdropout_probs,mcdropout_aleatoric,mcdropout_epistemic,mcdropout_pred_gap,mcdropout_pred_mean,deepensemble_probs,deepensemble_aleatoric,deepensemble_epistemic,deepensemble_pred_gap,deepensemble_pred_mean
1,0.9471492319980055,0.8294715583713103,0.2812203278847726,0.0016766565639878875,0.10405649040056164,0.8294715583713105,0.9315741367091018,0.1274839805846506,3.5484629366767694e-06,0.004411247669538487,0.9315741367091016,0.9237405118656806,0.14011750402929046,0.0007704531783317477,0.06335915872143871,0.9237405118656804
1,0.6885755938718046,0.6514599740025406,0.44730168883339194,0.006818063716907482,0.18671470422580883,0.6514599740025406,0.6426265538764547,0.45926415579938196,5.1176459271512184e-05,0.016675411284552855,0.6426265538764547,0.4074430355745758,0.44507365496192947,0.03779276171077206,0.48246733653146134,0.40744303557457584
1,0.5426516956641391,0.6106897543707662,0.47481849888696104,0.0006770576677178729,0.06343712860696238,0.6106897543707663,0.49884092443930844,0.49994721210927046,5.0100978418743904e-05,0.015568046469440766,0.49884092443930844,0.4579476337030476,0.49357724079248433,0.0028859561851695575,0.11107722861859476,0.4579476337030476
1,0.5777524680055208,0.5350786275644498,0.49560767249411697,0.0019313072822722977,0.09565246156264917,0.5350786275644498,0.6753488366425329,0.43834381225046926,0.00016175872575131822,0.028695611860010017,0.6753488366425329,0.2874393444722157,0.3963134398408946,0.013322495602302696,0.2749037700462945,0.28743934447221575
1,0.7969229023882763,0.6546166725743541,0.45109692350916547,0.0010904456149044449,0.07002629335780086,0.6546166725743541,0.7708318845857397,0.35328924439948894,1.0936183984180753e-05,0.008883131770853425,0.7708318845857398,0.8172725969409104,0.292251153012306,0.006425045448435206,0.18246615611177663,0.8172725969409104
1,0.698082280799206,0.6404209176202428,0.45782242965219855,0.002741502137179448,0.10943726141891841,0.6404209176202429,0.6496058999616683,0.45514307022096645,9.307917235222896e-05,0.024550109765923533,0.6496058999616683,0.6121906712558476,0.4627428959158841,0.012083610650440538,0.3088560440113613,0.6121906712558476
1,0.7389476973329604,0.7765336527037792,0.3444693860014226,0.0025888918431887656,0.11653223854493788,0.776533652703779,0.7897453173142962,0.33206846143998725,2.6840748888372943e-05,0.012588760891951045,0.7897453173142962,0.6611508814847047,0.3889225082487361,0.05913827854466913,0.5718299052082525,0.6611508814847047
1,0.9268632112188379,0.7380407759914024,0.3857630579201884,0.0009101200106336777,0.06983498721416681,0.7380407759914023,0.9148400579368564,0.15580716153499105,8.291126900284472e-06,0.006182042785901509,0.9148400579368563,0.836697743207457,0.27054364313259815,0.0027256163054122555,0.11692139007536584,0.8366977432074572
1,0.36906899225799106,0.5226212179734341,0.49460723816202157,0.004369322832775325,0.16189020234936163,0.5226212179734341,0.4671658598210714,0.4976755068706664,0.00016833160675455803,0.032826309661033004,0.4671658598210713,0.05225237464885206,0.0970133720581429,0.0020307559266732234,0.10241538615623613,0.05225237464885206
1,0.551016985663789,0.6271771649701131,0.4659748696294145,0.0016770677909149038,0.11276371096829807,0.6271771649701131,0.6923054877248449,0.42594352554553955,9.367323627950969e-05,0.026008040885766692,0.6923054877248449,0.4819422791101542,0.4685666552433207,0.030781182189208132,0.4140106356332276,0.4819422791101542
1,0.715162971442262,0.6708888398756387,0.44024756254831593,0.0013464462636007194,0.08202755644521198,0.6708888398756387,0.7838157764432303,0.3388613655624219,3.5844521430778266e-05,0.015178684571240275,0.7838157764432303,0.9184361427744674,0.14502993027546063,0.0047924585645906514,0.15878122298872321,0.9184361427744674
1,0.537079798368696,0.3216455819557477,0.4335818407805604,0.002797562347631827,0.12697811133441594,0.32164558195574766,0.5176352815924491,0.4992361942730512,0.0001417994132588473,0.026945543401139416,0.5176352815924492,0.825705004873314,0.27813541814969434,0.0096970814512548,0.23575369610736052,0.825705004873314
